,ListingKey,ListingNumber,ListingCreationDate,CreditGrade,Term,LoanStatus,ClosedDate,BorrowerAPR,BorrowerRate,LenderYield,EstimatedEffectiveYield,EstimatedLoss,EstimatedReturn,ProsperRating (numeric),ProsperRating (Alpha),ProsperScore,ListingCategory (numeric),BorrowerState,Occupation,EmploymentStatus,EmploymentStatusDuration,IsBorrowerHomeowner,CurrentlyInGroup,GroupKey,DateCreditPulled,CreditScoreRangeLower,CreditScoreRangeUpper,FirstRecordedCreditLine,CurrentCreditLines,OpenCreditLines,TotalCreditLinespast7years,OpenRevolvingAccounts,OpenRevolvingMonthlyPayment,InquiriesLast6Months,TotalInquiries,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,PublicRecordsLast10Years,PublicRecordsLast12Months,RevolvingCreditBalance,BankcardUtilization,AvailableBankcardCredit,TotalTrades,TradesNeverDelinquent (percentage),TradesOpenedLast6Months,DebtToIncomeRatio,IncomeRange,IncomeVerifiable,StatedMonthlyIncome,LoanKey,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,ProsperPrincipalOutstanding,ScorexChangeAtTimeOfListing,LoanCurrentDaysDelinquent,LoanFirstDefaultedCycleNumber,LoanMonthsSinceOrigination,LoanNumber,LoanOriginalAmount,LoanOriginationDate,LoanOriginationQuarter,MemberKey,MonthlyLoanPayment,LP_CustomerPayments,LP_CustomerPrincipalPayments,LP_InterestandFees,LP_ServiceFees,LP_CollectionFees,LP_GrossPrincipalLoss,LP_NetPrincipalLoss,LP_NonPrincipalRecoverypayments,PercentFunded,Recommendations,InvestmentFromFriendsCount,InvestmentFromFriendsAmount,Investors,LoanOriginationQuarterNew
88778,536C34144182420666E2F04,289220,2008-03-06 08:39:51.677,B,36,Chargedoff,2010-11-12 00:00:00,0.16990999999999998,0.1555,0.1455,,,,,,,4,FL,Other,Full-time,90.0,False,False,,2008-03-06 08:34:28.260000000,700.0,719.0,1996-07-22 00:00:00,4.0,1.0,33.0,2,424.0,2.0,2.0,1.0,938.0,0.0,0.0,0.0,49711.0,0.73,17785.0,30.0,0.84,0.0,0.03,"$25,000-49,999",True,3000.0,143B3415536485476C3E48D,,,,,,,,,1336,32.0,72,28418,2500,2008-03-13 00:00:00.000,Q1 2008,AFF23406827225883ABE894,87.34,2358.18,1761.23,596.95,-38.38,0.0,738.79,738.77,0.0,1.0,0,0,0.0,33,
109392,F7CC34141011272541FA9DA,289234,2008-03-06 08:57:32.060,A,36,Completed,2011-03-11 00:00:00,0.1805,0.166,0.156,,,,,,,4,CA,Sales - Commission,Full-time,60.0,False,False,,2008-03-06 08:50:36.097000000,720.0,739.0,1988-11-01 00:00:00,16.0,12.0,31.0,13,122.0,1.0,9.0,0.0,0.0,5.0,0.0,0.0,1384.0,0.18,4474.0,28.0,0.75,0.0,0.06,"$50,000-74,999",True,5416.666667,D9D634153278790654A9199,,,,,,,,,0,,72,28321,3000,2008-03-11 00:00:00.000,Q1 2008,925434141524894367BD043,104.0,3831.32,2999.99,831.33,-50.09,0.0,0.0,0.0,0.0,1.0,0,0,0.0,40,
11190,AD453415508792817818E69,289286,2008-03-06 10:20:58.997,B,36,Chargedoff,2009-06-13 00:00:00,0.17344,0.159,0.149,,,,,,,2,CA,Military Enlisted,Full-time,122.0,True,False,,2008-03-03 09:58:45.690000000,680.0,699.0,1998-07-28 00:00:00,8.0,6.0,26.0,4,110.0,9.0,19.0,0.0,0.0,0.0,0.0,0.0,2025.0,0.64,816.0,23.0,0.62,2.0,0.18,"$50,000-74,999",True,4788.25,5A2E34149456889348A368F,,,,,,,,,1852,16.0,72,28389,12000,2008-03-12 00:00:00.000,Q1 2008,C6FE34145229903127E881F,421.29,4212.9,2775.78,1437.12,-90.38,0.0,9224.21,9224.22,0.0,1.0,2,0,0.0,405,
15033,EB453415046016492B9763B,289295,2008-03-06 10:37:02.367,C,36,Completed,2009-06-09 00:00:00,0.21223000000000003,0.19,0.18,,,,,,,3,CA,Other,Full-time,98.0,False,True,B7BA33816687475120A8407,2008-02-21 14:28:18.527000000,640.0,659.0,1996-03-01 00:00:00,4.0,3.0,47.0,2,294.0,9.0,31.0,0.0,0.0,1.0,2.0,2.0,13954.0,0.04,573.0,39.0,0.79,1.0,,$0,False,0.0,5FF23415117831025DB2CCE,,,,,,,,,0,,72,28529,7500,2008-03-17 00:00:00.000,Q1 2008,004234144207231735172C1,274.92,9008.43,7521.71,1486.72,-78.25,0.0,0.0,0.0,0.0,1.0,0,1,50.0,208,
65119,B33E3413965433065A44E42,289333,2008-03-06 11:51:13.243,C,36,Completed,2011-03-26 00:00:00,0.19904000000000002,0.179,0.169,,,,,,,2,MN,Professional,Full-time,84.0,True,False,,2008-02-25 11:47:41.483000000,640.0,659.0,1993-10-14 00:00:00,19.0,16.0,28.0,11,1234.0,5.0,29.0,1.0,0.0,0.0,1.0,0.0,44808.0,0.91,4153.0,27.0,0.96,1.0,0.43,"$75,000-99,999",True,6666.666667,27A034161732235308DD2DF,,,,,,,,,0,,72,28864,2750,2008-03-26 00:00:00.000,Q1 2008,4CB63414050602132DE7090,96.92,3576.44,2750.0,826.44,-46.18,0.0,0.0,0.0,0.0,1.0,0,0,0.0,118,
15975,B2123414901009059CAF005,289336,2008-03-06 11:58:27.243,E,36,Completed,2011-01-19 00:00:00,0.37453000000000003,0.35,0.34,,,,,,,7,GA,Administrative Assistant,Full-time,295.0,True,False,,2008-03-06 09:10:36.463000000,560.0,579.0,1994-12-09 00:00:00,7.0,5.0,47.0,2,97.0,2.0,8.0,4.0,1554.0,31.0,2.0,1.0,1198.0,0.95,52.0,36.0,0.77,2.0,0.18,"$25,000-49,999",True,4027.916667,A29934153719288460FEA0C,1.0,23.0,20.0,3.0,0.0,3031.0,1438.17,-40.0,0,,72,28624,3001,2008-03-18 00:00:00.000,Q1 2008,501433661212567216EE736,128.62,4879.13,3000.97,1878.16,-53.67,0.0,0.0,0.0,0.0,1.0,1,0,0.0,33,
33601,71383414479748727AB82F9,289339,2008-03-06 11:59:29.897,B,36,Chargedoff,2008-12-14 00:00:00,0.20572,0.191,0.181,,,,,,,3,NC,Sales - Commission,Full-time,35.0,False,False,,2008-03-05 16:06:26.933000000,700.0,719.0,1987-06-12 00:00:00,7.0,3.0,11.0,4,425.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,15290.0,0.75,5083.0,11.0,1.0,2.0,0.27,"$25,000-49,999",True,3628.333333,966534150580441019C1DB7,,,,,,,,,2035,9.0,72,28432,15000,2008-03-13 00:00:00.000,Q1 2008,A46A34147338193658B15DD,550.6,2202.4,1274.61,927.79,-48.58,0.0,13725.39,13725.39,0.0,1.0,0,0,0.0,285,
96627,24373415876696284D477A5,289361,2008-03-06 12:34:56.010,C,36,Completed,2011-08-13 00:00:00,0.15094000000000002,0.1295,0.1195,,,,,,,3,UT,Retail Management,Full-time,27.0,True,True,D4873365739885009A296D8,2008-08-04 21:35:04.087000000,640.0,659.0,2003-10-09 00:00:00,8.0,8.0,12.0,5,186.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,5854.0,0.66,2674.0,8.0,1.0,0.0,0.13,"$25,000-49,999",True,3750.0,3DA1342884275402999BF0B,,,,,,,,,0,,67,35415,4000,2008-08-13 00:00:00.000,Q3 2008,61073365981094456887DE3,134.68,4848.73,4000.0,848.73,-65.54,0.0,0.0,0.0,0.0,1.0,0,0,0.0,97,
97473,7B4B3415931858115603DEB,289376,2008-03-06 13:06:14.670,C,36,Completed,2011-03-11 00:00:00,0.16496,0.1515,0.1415,,,,,,,4,CA,Other,Full-time,25.0,False,False,,2008-03-06 13:02:22.970000000,660.0,679.0,1996-09-01 00:00:00,17.0,12.0,26.0,11,788.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,19759.0,0.52,17205.0,24.0,0.58,0.0,0.35,"$50,000-74,999",True,5356.0,A5B034154448484105238C0,,,,,,,,,0,,72,28326,4000,2008-03-11 00:00:00.000,Q1 2008,835734156035366091436F4,136.52,5005.0,4000.01,1004.99,-66.33,0.0,0.0,0.0,0.0,1.0,0,0,0.0,76,
67024,E57334152049513331D72B7,289380,2008-03-06 13:11:08.950,C,36,Chargedoff,2010-12-18 00:00:00,0.23504,0.2125,0.2025,,,,,,,7,CA,Sales - Retail,Full-time,49.0,False,False,,2008-03-06 12:11:13.567000000,660.0,679.0,1998-03-09 00:00:00,2.0,1.0,11.0,1,15.0,0.0,0.0,3.0,918.0,56.0,0.0,0.0,0.0,0.0,643.0,9.0,0.33,0.0,0.13,"$25,000-49,999",True,3500.0,D1573415090038307DC9067,,,,,,,,,1300,33.0,72,28571,12000,2008-03-18 00:00:00.000,Q1 2008,195934148048703959DC182,453.64,12701.92,8654.86,4047.06,-190.45,0.0,3345.15,3345.14,0.0,1.0,1,0,0.0,207,
50494,1DBF3414750938543D38C19,289496,2008-03-06 15:56:43.437,D,36,Chargedoff,2010-08-13 00:00:00,0.30962,0.29,0.28,,,,,,,7,CA,Other,Full-time,98.0,True,False,,2008-02-29 11:20:56.510000000,620.0,639.0,1994-08-01 00:00:00,19.0,17.0,53.0,10,868.0,9.0,27.0,0.0,0.0,0.0,1.0,0.0,46565.0,1.01,17.0,44.0,1.0,4.0,0.58,"$25,000-49,999",True,4083.333333,1B0B341545463676475E576,,,,,,,,,1427,29.0,72,28436,3000,2008-03-13 00:00:00.000,Q1 2008,FB4234136132893434646D3,125.72,3002.28,1657.07,1345.21,-45.87,-42.74,1342.94,1342.93,0.0,1.0,0,0,0.0,75,
61277,5E4A34151104725146431DE,289531,2008-03-06 16:58:01.533,E,36,Completed,2011-03-10 00:00:00,0.37453000000000003,0.35,0.34,,,,,,,6,UT,Other,Full-time,21.0,False,False,,2008-02-29 16:38:49.783000000,580.0,599.0,1999-12-17 00:00:00,5.0,2.0,14.0,2,38.0,3.0,7.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,12.0,0.66,1.0,0.12,"$25,000-49,999",True,2775.0,0E1A34156962436525E7C2C,1.0,6.0,5.0,1.0,0.0,1600.0,1402.24,0.0,0,,72,28253,2200,2008-03-10 00:00:00.000,Q1 2008,82613388205357823281637,64.38,3617.86,2200.03,1417.83,-40.08,0.0,0.0,0.0,0.0,1.0,0,0,0.0,6,
18124,4FAB34151773230230FBDCB,289599,2008-03-06 19:26:52.800,A,36,Completed,2008-09-10 00:00:00,0.2147,0.1999,0.1899,,,,,,,3,NC,Medical Technician,Full-time,15.0,True,False,,2008-02-15 19:47:41.477000000,720.0,739.0,1995-11-07 00:00:00,8.0,5.0,29.0,2,0.0,1.0,8.0,3.0,4052.0,10.0,1.0,1.0,0.0,0.0,1350.0,27.0,0.81,0.0,0.26,"$25,000-49,999",True,2083.333333,67C634155034264066A6912,,,,,,,,,0,,72,28706,7800,2008-03-20 00:00:00.000,Q1 2008,8C2034142546122575ED04B,289.84,8506.72,7800.0,706.72,-35.36,0.0,0.0,0.0,0.0,1.0,0,0,0.0,212,
72533,6CC63415410536088AEBEB5,289635,2008-03-06 20:25:00.480,AA,36,Completed,2011-03-21 00:00:00,0.14859,0.1415,0.1415,,,,,,,3,OR,Construction,Self-employed,6.0,True,False,,2008-02-25 18:28:15.910000000,760.0,779.0,1997-01-21 00:00:00,9.0,8.0,17.0,5,166.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,5176.0,0.19,20824.0,16.0,1.0,3.0,0.37,"$50,000-74,999",True,4333.333333,3C3E3416948486347F59D1A,,,,,,,,,0,,72,28750,25000,2008-03-21 00:00:00.000,Q1 2008,007834146827282821C5332,841.1,30840.52,25000.0,5840.52,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,446,
85221,A679341550982961969B410,289684,2008-03-06 22:10:27.640,D,36,Chargedoff,2008-11-14 00:00:00,0.37453000000000003,0.35,0.34,,,,,,,4,AL,Analyst,Self-employed,38.0,True,False,,2008-02-28 04:23:02.580000000,600.0,619.0,1987-11-01 00:00:00,5.0,4.0,45.0,4,0.0,5.0,13.0,11.0,6105.0,8.0,1.0,0.0,0.0,0.0,0.0,30.0,0.64,0.0,,$0,False,0.0,B9BC341540494385061521B,,,,,,,,,2066,8.0,72,28429,5000,2008-03-13 00:00:00.000,Q1 2008,66B1339664005384637E6A7,226.18,678.54,244.49,434.05,-12.41,0.0,4755.51,4755.51,0.0,1.0,0,0,0.0,38,
54700,211A34148657774696C23E2,289718,2008-03-07 02:47:36.167,B,36,Chargedoff,2010-08-24 00:00:00,0.19987,0.1852,0.1752,,,,,,,2,IN,Professional,Full-time,350.0,False,False,832C33657830436221FB6DC,2008-02-11 23:59:12.110000000,700.0,719.0,1993-04-28 00:00:00,6.0,5.0,22.0,4,592.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,15932.0,0.41,1075.0,14.0,0.8,1.0,0.34,"$50,000-74,999",True,5200.0,03833415415955999109227,1.0,21.0,21.0,0.0,0.0,5500.0,2699.0,80.0,1416,29.0,72,28792,13000,2008-03-24 00:00:00.000,Q1 2008,888A336496008921358FA02,473.38,11361.12,7843.6,3517.52,-189.93,0.0,5156.38,5156.4,0.0,1.0,0,0,0.0,103,
57741,1A51341528445880050D572,289719,2008-03-07 03:15:57.240,AA,36,Completed,2008-11-07 00:00:00,0.10692,0.1,0.1,,,,,,,4,VA,Analyst,Full-time,17.0,True,False,,2008-03-07 03:02:25.943000000,780.0,799.0,1996-02-20 00:00:00,7.0,5.0,15.0,4,102.0,1.0,13.0,0.0,0.0,3.0,0.0,0.0,2679.0,0.17,12721.0,12.0,1.0,0.0,0.1,"$50,000-74,999",True,6066.666667,000B34179327090460D3429,,,,,,,,,0,,71,29451,15500,2008-04-09 00:00:00.000,Q2 2008,C81A341480070367299F278,500.14,16022.51,15500.0,522.51,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,240,
108834,64F73415433715843758AD4,289786,2008-03-07 07:14:19.233,A,36,Chargedoff,2008-12-12 00:00:00,0.13227,0.127,0.117,,,,,,,3,MO,Other,Part-time,8.0,False,True,B0473364376920128370B13,2008-03-03 22:55:18.090000000,720.0,739.0,2005-08-25 00:00:00,4.0,4.0,9.0,4,40.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,447.0,0.08,4903.0,4.0,1.0,1.0,0.36,"$1-24,999",True,1041.666667,A7F334158929865787BEBD0,,,,,,,,,1095,9.0,72,28329,10000,2008-03-11 00:00:00.000,Q1 2008,5EBD34140589884864F057B,335.5,1550.66,932.1,618.56,-98.01,-38.02,9067.9,496.48,2094.58,1.0,0,0,0.0,181,
90165,A4D53414684372641BBF4F9,289823,2008-03-07 08:42:50.193,C,36,Chargedoff,2009-12-12 00:00:00,0.12562,0.1045,0.0945,,,,,,,4,IN,Police Officer/Correction Officer,Full-time,96.0,True,False,,2008-03-07 08:41:22.550000000,640.0,659.0,1989-08-14 00:00:00,10.0,10.0,18.0,7,471.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,18353.0,0.97,466.0,18.0,1.0,0.0,0.28,"$25,000-49,999",True,2833.333333,ACA3341522300211362E6C8,,,,,,,,,1580,21.0,72,28328,1800,2008-03-11 00:00:00.000,Q1 2008,AB363412097847423A59C19,58.46,935.36,730.79,204.57,-19.58,-52.24,1069.21,997.24,121.52,1.0,0,0,0.0,29,
57643,1A0134151940837753B1436,289827,2008-03-07 08:47:15.543,A,36,Chargedoff,2008-10-12 00:00:00,0.20471,0.19,0.17,,,,,,,3,OH,Other,Self-employed,336.0,False,False,,2008-03-06 05:37:59.840000000,740.0,759.0,1977-11-01 00:00:00,3.0,1.0,14.0,2,0.0,2.0,5.0,1.0,0.0,16.0,1.0,1.0,0.0,0.0,3000.0,10.0,0.7,1.0,0.13,"$1-24,999",True,833.333333,F899341539283141737AAF9,,,,,,,,,2096,7.0,72,28425,3000,2008-03-13 00:00:00.000,Q1 2008,88BA34147639952183EAF96,109.97,214.98,125.64,89.34,-4.97,0.0,2874.36,2874.36,97.89,1.0,0,0,0.0,56,
86627,C50034158098997463A2F65,289858,2008-03-07 09:37:20.837,B,36,Completed,2008-07-24 00:00:00,0.22489,0.21,0.2,,,,,,,6,IL,Professional,Full-time,138.0,False,True,FEC43364946681746190E93,2008-03-07 09:34:42.430000000,700.0,719.0,1987-04-01 00:00:00,13.0,9.0,27.0,7,489.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,7851.0,0.37,3874.0,26.0,0.8,3.0,0.21,"$50,000-74,999",True,5833.333333,A4983415200874328DED901,1.0,16.0,16.0,0.0,0.0,5000.0,3089.41,40.0,0,,72,28385,3126,2008-03-12 00:00:00.000,Q1 2008,159D33703737908873BE584,117.77,3296.66,3126.0,170.66,-8.12,0.0,0.0,0.0,0.0,1.0,0,0,0.0,27,
1096,2EDA341431574446356C8B5,289890,2008-03-07 10:32:50.363,A,36,Chargedoff,2009-06-15 00:00:00,0.11034000000000001,0.108,0.098,,,,,,,3,TX,Executive,Full-time,21.0,True,False,,2008-02-22 11:51:57.707000000,720.0,739.0,1992-10-20 00:00:00,17.0,15.0,48.0,5,1102.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,34020.0,0.71,13861.0,40.0,0.97,0.0,0.4,"$100,000+",True,13333.333333,9E06341653662260113CFD1,1.0,13.0,13.0,0.0,0.0,25000.0,17392.04,40.0,1850,16.0,72,28463,7400,2008-03-14 00:00:00.000,Q1 2008,9675337581477240170901B,241.57,2415.7,1818.56,597.14,-55.3,0.0,5581.45,5581.44,0.0,1.0,0,0,0.0,123,
49389,A3253414124563908067500,289897,2008-03-07 10:45:12.703,D,36,Completed,2010-03-16 00:00:00,0.33999,0.32,0.31,,,,,,,4,CA,Professional,Full-time,28.0,False,False,,2008-03-07 10:38:01.390000000,600.0,619.0,1999-07-23 00:00:00,4.0,4.0,11.0,3,47.0,2.0,4.0,3.0,5804.0,0.0,0.0,0.0,783.0,0.09,7717.0,8.0,0.7,0.0,0.15,"$25,000-49,999",True,3972.916667,ED5F3414953875809D59639,,,,,,,,,0,,72,28390,3000,2008-03-12 00:00:00.000,Q1 2008,AAFE3415405543677AE162D,130.66,4042.29,3000.0,1042.29,-32.57,0.0,0.0,0.0,0.0,1.0,0,0,0.0,41,
89544,E38F3415478441623711348,289912,2008-03-07 11:11:00.537,B,36,Defaulted,2010-10-17 00:00:00,0.14772000000000002,0.1335,0.1235,,,,,,,3,NC,Food Service Management,Full-time,37.0,False,True,15F4336475221351830DFB3,2008-03-07 10:57:09.310000000,700.0,719.0,1989-03-01 00:00:00,7.0,7.0,17.0,5,315.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,14073.0,0.28,5303.0,15.0,0.87,1.0,0.32,"$25,000-49,999",True,3858.333333,44A13416198333218F02AF1,,,,,,,,,357,31.0,72,28542,15000,2008-03-17 00:00:00.000,Q1 2008,32AE33646586818904AAA64,507.94,13251.44,10155.05,3096.39,-224.79,-25.5,4844.95,4844.95,75.0,1.0,0,0,0.0,474,
76728,46C93415899523531DF9238,289981,2008-03-07 13:15:49.303,C,36,Completed,2011-03-12 00:00:00,0.12204000000000001,0.1045,0.0945,,,,,,,7,KS,Other,Full-time,76.0,True,False,,2008-03-07 13:00:18.560000000,640.0,659.0,1994-11-21 00:00:00,15.0,15.0,26.0,14,683.0,0.0,6.0,1.0,1404.0,0.0,2.0,2.0,16389.0,0.93,557.0,22.0,0.81,0.0,0.36,"$50,000-74,999",True,5583.333333,043D34154435252069B6B78,1.0,13.0,13.0,0.0,0.0,6000.0,3874.05,40.0,0,,72,28371,4000,2008-03-12 00:00:00.000,Q1 2008,3C513379263090234962D71,128.49,4678.55,4000.02,678.53,-64.94,0.0,0.0,0.0,0.0,1.0,0,0,0.0,66,
96633,83B634158240732615993A9,289985,2008-03-07 13:22:41.057,AA,36,Completed,2010-04-22 00:00:00,0.11696,0.11,0.11,,,,,,,3,IL,Tradesman - Electrician,Full-time,49.0,False,False,,2008-03-07 13:21:57.667000000,760.0,779.0,2001-03-29 00:00:00,6.0,5.0,11.0,4,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,83.0,0.02,3917.0,11.0,1.0,0.0,0.28,"$25,000-49,999",True,3000.0,EAEE3416675937942C405D5,1.0,11.0,11.0,0.0,0.0,1000.0,0.0,40.0,0,,72,28627,24900,2008-03-18 00:00:00.000,Q1 2008,F67E3366227256264808E1C,815.19,28087.38,24900.0,3187.38,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,612,
112843,D05F3415737063230F86D8A,289999,2008-03-07 13:54:26.123,AA,36,Completed,2010-02-19 00:00:00,0.08182,0.075,0.075,,,,,,,7,OH,Other,Retired,75.0,True,False,,2008-02-28 02:59:02.520000000,820.0,839.0,1976-02-25 00:00:00,5.0,5.0,12.0,3,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23975.0,0.43,31025.0,12.0,1.0,0.0,0.17,"$25,000-49,999",True,3500.0,22B53415359659421D3BB90,,,,,,,,,0,,72,28372,6000,2008-03-12 00:00:00.000,Q1 2008,F24C34121800659811AC290,186.64,6603.57,6000.0,603.57,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,92,
132,10F1341448577160837015D,290011,2008-03-07 14:46:59.620,B,36,Completed,2011-03-01 00:00:00,0.13012,0.124,0.114,,,,,,,2,MO,Military Enlisted,Full-time,117.0,True,False,,2008-03-07 14:26:07.173000000,680.0,699.0,1997-10-01 00:00:00,8.0,8.0,14.0,6,702.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,29078.0,0.89,3055.0,14.0,0.78,1.0,0.34,"$25,000-49,999",True,4161.916667,F2F1341690253951712CA47,,,,,,,,,0,,72,28715,8600,2008-03-20 00:00:00.000,Q1 2008,C46A34153657818514410BF,287.29,10373.47,8618.31,1755.16,-141.55,0.0,0.0,0.0,0.0,1.0,0,0,0.0,175,
26786,158B341604458727571BAB7,290058,2008-03-07 16:13:32.070,D,36,Completed,2009-11-17 00:00:00,0.17677,0.155,0.145,,,,,,,6,IN,Student - College Freshman,Self-employed,39.0,False,True,5EA73366320555283BA0246,2008-03-07 15:34:20.223000000,620.0,639.0,2007-04-17 00:00:00,2.0,2.0,4.0,2,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,500.0,2.0,1.0,1.0,0.33,"$1-24,999",True,416.666667,530D3415047683069B87EED,,,,,,,,,0,,72,28533,3750,2008-03-17 00:00:00.000,Q1 2008,B24B33866888515544085FE,130.92,4502.25,3750.0,752.25,-48.53,0.0,0.0,0.0,0.0,1.0,0,0,0.0,62,
14103,DDE23414448273192BDA3C6,290059,2008-03-07 16:14:46.193,C,36,Chargedoff,2009-04-20 00:00:00,0.2021,0.18,0.17,,,,,,,4,UT,Civil Service,Full-time,93.0,True,False,,2008-02-18 13:51:27.037000000,640.0,659.0,1981-10-31 00:00:00,13.0,13.0,58.0,8,448.0,3.0,21.0,1.0,55.0,0.0,1.0,0.0,14145.0,0.57,10000.0,52.0,0.98,2.0,0.26,"$75,000-99,999",True,7609.166667,D5C93415225479308024289,1.0,6.0,6.0,0.0,0.0,25000.0,21516.52,-80.0,1907,13.0,72,28648,3323,2008-03-19 00:00:00.000,Q1 2008,4C6533925873614553C146B,120.13,961.04,590.07,370.97,-20.6,0.0,2732.93,2732.93,0.0,1.0,0,0,0.0,105,
103248,0BE83414570858812F58706,290067,2008-03-07 16:28:32.343,C,36,Completed,2011-03-24 00:00:00,0.19196,0.17,0.16,,,,,,,2,GA,Other,Full-time,84.0,True,True,783C3371218786870A73D20,2008-02-11 07:07:54.940000000,660.0,679.0,1990-01-25 00:00:00,12.0,12.0,28.0,7,89.0,4.0,14.0,0.0,0.0,9.0,1.0,0.0,1566.0,0.27,1445.0,24.0,0.7,1.0,0.25,"$25,000-49,999",True,3666.666667,12E83415328434167CB1492,1.0,10.0,10.0,0.0,0.0,4500.0,3507.89,0.0,0,,72,28803,3200,2008-03-24 00:00:00.000,Q1 2008,BBE53386080713230B52160,111.68,4109.65,3199.98,909.67,-53.51,0.0,0.0,0.0,0.0,1.0,0,0,0.0,69,
62152,1E0434149290046109B50EC,290087,2008-03-07 16:54:47.160,A,36,Chargedoff,2009-02-22 00:00:00,0.11847,0.108,0.098,,,,,,,4,CA,Nurse's Aide,Part-time,6.0,False,False,,2008-03-05 13:09:46.260000000,720.0,739.0,1990-07-30 00:00:00,4.0,3.0,27.0,3,15.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,1.0,0.23,"$25,000-49,999",True,2333.333333,2FA73416981788698A97CCB,,,,,,,,,1784,11.0,72,28735,5000,2008-03-21 00:00:00.000,Q1 2008,EA9F341526921445808A089,163.22,1014.32,723.39,290.93,-43.85,-53.5,4276.61,4211.3,897.91,1.0,0,0,0.0,146,
17331,B3D33414788243123D5D0AF,290100,2008-03-07 17:23:49.633,B,36,Completed,2010-10-01 00:00:00,0.17193,0.1575,0.1475,,,,,,,6,OH,Food Service,Part-time,148.0,False,False,,2008-03-07 16:37:19.357000000,700.0,719.0,1996-04-19 00:00:00,10.0,8.0,15.0,8,181.0,0.0,2.0,1.0,633.0,0.0,0.0,0.0,4273.0,0.25,12227.0,12.0,0.92,1.0,0.59,"$1-24,999",True,989.083333,5B553414992045528807F69,,,,,,,,,0,,72,28652,5000,2008-03-19 00:00:00.000,Q1 2008,AEC734160307026399772B4,175.17,6158.11,4999.98,1158.13,-73.53,0.0,0.0,0.0,0.0,1.0,0,1,250.0,112,
52217,0AC334152742460978C8E73,290104,2008-03-07 17:34:34.567,B,36,Completed,2010-10-15 00:00:00,0.15338,0.1415,0.1315,,,,,,,4,MN,Clerical,Full-time,2.0,False,False,,2008-03-07 17:26:27.963000000,680.0,699.0,2004-05-10 00:00:00,4.0,4.0,6.0,2,25.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,110.0,0.1,990.0,6.0,0.83,1.0,0.27,"$1-24,999",True,1666.666667,79753415855591650DF9C15,1.0,6.0,6.0,0.0,0.0,5000.0,4356.09,40.0,0,,72,28461,4500,2008-03-14 00:00:00.000,Q1 2008,5CD93399144187518D56391,154.13,5279.8,4499.99,779.81,-55.11,0.0,0.0,0.0,0.0,1.0,0,0,0.0,126,
17880,6C303415448264704147ACD,290113,2008-03-07 18:09:12.407,D,36,Completed,2011-03-19 00:00:00,0.19652,0.1745,0.1645,,,,,,,4,KS,Other,Full-time,2.0,False,True,5B453381430468537F3AD4F,2008-02-23 15:23:31.777000000,600.0,619.0,1999-09-03 00:00:00,3.0,3.0,8.0,2,25.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,2168.0,0.81,176.0,7.0,0.75,2.0,0.21,"$1-24,999",True,2036.6666670000002,A383341583805876603EC80,,,,,,,,,0,,72,28662,1000,2008-03-19 00:00:00.000,Q1 2008,CE113407806407509BC8977,35.88,1290.09,999.99,290.1,-16.62,0.0,0.0,0.0,0.0,1.0,0,0,0.0,24,
44312,4D953415216995476BBAD25,290125,2008-03-07 18:38:01.817,A,36,Completed,2008-08-28 00:00:00,0.2148,0.2,0.19,,,,,,,5,IL,Clerical,Full-time,30.0,False,True,6A3B336601725506917317E,2008-03-07 18:20:24.777000000,720.0,739.0,1995-10-05 00:00:00,5.0,5.0,13.0,5,100.0,0.0,0.0,1.0,898.0,28.0,1.0,0.0,1507.0,0.11,11283.0,10.0,0.72,0.0,0.06,"$25,000-49,999",True,2887.5,B66C3415966522897E4FB06,,,,,,,,,0,,72,28646,2130,2008-03-19 00:00:00.000,Q1 2008,31B63365769758447B979B6,79.16,2310.56,2130.0,180.56,-9.03,0.0,0.0,0.0,0.0,1.0,0,0,0.0,29,
